"spkid","full_name","neo","pha","diameter","per","first_obs","last_obs","H"
20052768," 52768 (1998 OR2)",Y,Y,1.75,1.34e+03,1987-06-30,2025-11-11,16.02
20053110," 53110 (1999 AR7)",Y,N,,770,1998-11-28,2025-08-17,16.72
20053319," 53319 (1999 JM8)",Y,Y,7.,1.64e+03,1999-04-10,2026-08-26,15.35
20053409," 53409 (1999 LU7)",Y,N,,1.11e+03,1999-06-10,2020-04-20,18.73
20053426," 53426 (1999 SL5)",Y,Y,,973,1999-09-28,2024-01-11,17.19
20053429," 53429 (1999 TF5)",Y,Y,,1.05e+03,1999-10-03,2025-10-30,19.02
20053430," 53430 (1999 TY16)",Y,N,1.233,1.11e+03,1999-10-13,2026-07-30,16.66
20053435," 53435 Leonard (1999 VM40)",Y,N,,1.28e+03,1974-08-13,2026-07-16,14.73
20053550," 53550 (2000 BF19)",Y,Y,,668,1991-10-04,2024-12-19,19.05
20053789," 53789 (2000 ED104)",Y,Y,0.843,586,1955-04-16,2026-08-26,17.35
20054071," 54071 (2000 GQ146)",Y,N,,560,1988-10-03,2026-08-13,17.42
20054401," 54401 (2000 LM)",Y,N,1.189,817,1989-10-28,2026-03-08,17.22
20054509," 54509 YORP (2000 PH5)",Y,N,,368,2000-08-03,2005-08-03,22.66
20054660," 54660 (2000 UJ1)",Y,N,,655,2000-10-19,2025-09-11,17.92
20054686," 54686 (2001 DU8)",Y,N,1.349,865,1988-12-03,2026-08-24,16.61
20054690," 54690 (2001 EB)",Y,N,,760,1952-12-14,2026-06-12,17.49
20054789," 54789 (2001 MZ7)",Y,N,1.567,864,1978-10-25,2025-12-18,15.07
20055408," 55408 (2001 TC2)",Y,N,0.461,421,1979-11-13,2025-08-25,18.88
20055532," 55532 (2001 WG2)",Y,N,1.306,878,1953-12-07,2026-08-14,16.18
20065674," 65674 (1988 SM)",Y,N,,784,1988-09-29,2026-02-23,18.28
20065679," 65679 (1989 UQ)",Y,Y,0.918,320,1954-11-20,2025-10-28,19.62
20065690," 65690 (1991 DG)",Y,Y,,623,1991-02-20,2025-02-19,19.07
20065706," 65706 (1992 NA)",Y,N,,1.36e+03,1992-07-01,2025-05-30,16.57
20065717," 65717 (1993 BX3)",Y,Y,,602,1992-10-03,2026-05-09,20.87
20065733," 65733 (1993 PC)",Y,N,,453,1992-10-01,2025-07-24,18.37
20065803," 65803 Didymos (1996 GT)",Y,Y,0.78,769,2022-09-27,2025-03-11,18.11
20065909," 65909 (1998 FH12)",Y,Y,,416,1998-03-25,2023-04-12,19.31
20065996," 65996 (1998 MX5)",Y,N,,1.83e+03,1993-07-14,2023-12-17,18.49
20066008," 66008 (1998 QH2)",Y,N,1.484,622,1996-06-23,2025-10-23,15.93
20066063," 66063 (1998 RO1)",Y,N,,360,1996-09-12,2021-07-07,18.15
20066146," 66146 (1998 TU3)",Y,N,2.864,255,1982-12-04,2026-08-19,14.36
20066251," 66251 (1999 GJ2)",Y,N,1.222,695,1984-10-12,2026-08-27,17.00
20066253," 66253 (1999 GT3)",Y,N,,563,1999-04-09,2026-08-07,18.40
20066272," 66272 (1999 JW6)",Y,N,0.808,676,1999-05-13,2025-07-01,17.22
20066391," 66391 Moshup (1999 KW4)",Y,Y,1.317,188,1998-05-29,2026-04-20,16.64
20066400," 66400 (1999 LT7)",Y,N,0.411,289,1987-04-21,2025-06-22,19.27
20066407," 66407 (1999 LQ28)",Y,N,,479,1982-07-27,2025-03-05,18.84
20066959," 66959 (1999 XO35)",Y,N,,1.48e+03,1999-12-06,2024-04-08,16.94
20067367," 67367 (2000 LY27)",Y,Y,,547,1976-05-27,2026-07-03,17.08
20067381," 67381 (2000 OL8)",Y,Y,,554,2000-07-30,2026-01-02,19.98
20067399," 67399 (2000 PJ6)",Y,N,,542,1951-09-09,2025-01-16,18.41
20068031," 68031 (2000 YK29)",Y,N,,590,1993-03-22,2024-12-21,18.13
20068063," 68063 (2000 YJ66)",Y,N,2.301,1.3e+03,1989-10-04,2026-03-22,15.57
20068216," 68216 (2001 CV26)",Y,Y,0.994,554,2001-02-01,2025-05-24,16.57
20068267," 68267 (2001 EA16)",Y,N,0.875,678,2001-03-04,2026-01-17,17.01
20068278," 68278 (2001 FC7)",Y,N,0.942,628,1996-06-13,2025-05-17,18.47
20068346," 68346 (2001 KZ66)",Y,Y,0.736,676,1979-12-28,2026-03-18,16.92
20068347," 68347 (2001 KB67)",Y,Y,,344,2001-05-30,2021-10-16,19.92
20068348," 68348 (2001 LO7)",Y,N,3.512,1.16e+03,1954-06-02,2026-07-13,14.27
20068350," 68350 (2001 MK3)",Y,N,1.794,788,1955-02-13,2026-06-04,16.11
20068359," 68359 (2001 OZ13)",Y,N,,683,1995-02-04,2025-06-25,18.07
20068372," 68372 (2001 PM9)",Y,Y,,752,2001-06-28,2024-12-03,18.95
20068548," 68548 (2001 XR31)",Y,Y,1.182,815,1994-04-06,2026-02-07,16.57
20068950," 68950 (2002 QF15)",Y,Y,1.650,397,1955-07-23,2026-08-22,16.39
20069230," 69230 Hermes (1937 UB)",Y,Y,,778,1937-10-25,2026-08-07,17.68
20085182," 85182 (1991 AQ)",Y,Y,1.1,1.21e+03,1991-01-14,2024-11-29,17.13
20085184," 85184 (1991 JG1)",Y,N,,588,1978-01-09,2025-12-11,18.41
20085236," 85236 (1993 KH)",Y,Y,,501,1993-05-24,2026-01-29,18.75
20085275," 85275 (1994 LY)",Y,N,2.506,950,1994-06-05,2026-02-09,16.49
20085490," 85490 (1997 SE5)",Y,N,,2.67e+03,1982-04-20,2026-08-27,14.79
20085585," 85585 Mjolnir (1998 FG2)",Y,Y,,540,1998-03-21,2025-07-22,21.62
20085628," 85628 (1998 KV2)",Y,N,0.775,734,1998-05-22,2026-06-21,17.28
20085640," 85640 (1998 OX4)",Y,Y,,726,1998-07-26,2019-05-01,21.14
20085709," 85709 (1998 SG36)",Y,N,2.230,771,1998-09-18,2025-11-02,15.93
20085713," 85713 (1998 SS49)",Y,Y,3.484,975,1998-09-29,2026-08-12,15.77
20085770," 85770 (1998 UP1)",Y,N,,364,1990-10-12,2025-10-19,20.72
20085774," 85774 (1998 UT18)",Y,Y,0.939,607,1989-04-30,2026-07-14,19.09
20085804," 85804 (1998 WQ5)",Y,N,2.272,825,1989-11-25,2026-04-09,15.37
20085818," 85818 (1998 XM4)",Y,N,2.028,779,1993-05-24,2025-10-24,15.42
20085839," 85839 (1998 YO4)",Y,N,1.140,777,1993-04-25,2025-11-08,16.58
20085867," 85867 (1999 BY9)",Y,N,,904,1995-09-19,2026-02-05,18.32
20085938," 85938 (1999 DJ4)",Y,Y,,921,1999-02-24,2024-07-01,18.73
20085953," 85953 (1999 FK21)",Y,N,0.59,232,1971-03-26,2026-05-14,18.09
20085989," 85989 (1999 JD6)",Y,Y,1.462,303,1990-06-22,2025-07-13,17.07
20085990," 85990 (1999 JV6)",Y,Y,0.451,370,1999-05-13,2024-01-28,20.27
20086039," 86039 (1999 NC43)",Y,Y,2.22,853,1999-06-11,2026-06-08,15.94
20086067," 86067 (1999 RM28)",Y,N,1.245,895,1989-07-07,2026-08-21,16.45
20086324," 86324 (1999 WA2)",Y,N,2.102,1.01e+03,1999-11-16,2026-06-06,15.83
20086326," 86326 (1999 WK13)",Y,N,1.348,915,1979-11-18,2026-06-20,17.35
20086450," 86450 (2000 CK33)",Y,N,,348,2000-01-25,2026-05-16,18.44
20086666," 86666 (2000 FL10)",Y,N,1.165,646,2000-03-30,2025-06-30,16.88
20086667," 86667 (2000 FO10)",Y,N,0.745,291,1988-05-11,2024-06-17,17.54
20086819," 86819 (2000 GK137)",Y,Y,0.802,1.03e+03,1994-04-03,2025-04-04,17.48
20086829," 86829 (2000 GR146)",Y,N,1.823,646,1974-06-17,2025-07-24,15.81
20086878," 86878 (2000 HD24)",Y,N,,567,1983-05-12,2025-06-26,17.65
20087024," 87024 (2000 JS66)",Y,N,,478,1979-01-06,2026-02-09,18.72
20087025," 87025 (2000 JT66)",Y,N,,496,2000-05-07,2025-10-20,18.09
20087309," 87309 (2000 QP)",Y,N,0.568,285,1975-07-08,2025-09-03,17.59
20087311," 87311 (2000 QJ1)",Y,N,1.948,732,1982-08-16,2026-08-22,16.50
20087684," 87684 (2000 SY2)",Y,Y,,291,1977-10-07,2025-11-17,15.96
20088188," 88188 (2000 XH44)",Y,N,1.371,1.04e+03,1991-12-07,2025-12-11,16.08
20088213," 88213 (2001 AF2)",Y,N,0.912,340,2001-01-02,2026-03-19,19.48
20088254," 88254 (2001 FM129)",Y,Y,0.800,470,1978-05-08,2026-08-04,17.77
20088263," 88263 (2001 KQ1)",Y,N,5.748,1.11e+03,1998-05-05,2026-08-23,15.69
20088264," 88264 (2001 KN20)",Y,N,,1.15e+03,1998-10-29,2026-06-28,17.01
20088710," 88710 (2001 SL9)",Y,N,0.760,399,1954-11-27,2026-08-28,17.61
20088959," 88959 (2001 TZ44)",Y,N,,826,2001-09-26,2021-11-02,17.45
20089136," 89136 (2001 US16)",Y,Y,,577,2001-10-18,2026-02-03,20.27
20089355," 89355 (2001 VS78)",Y,N,2.038,873,1978-06-23,2026-08-18,15.80
20089830," 89830 (2002 CE)",Y,Y,5.067,1.09e+03,1982-05-25,2026-07-03,14.98
20089958," 89958 (2002 LY45)",Y,Y,,768,2000-06-14,2026-05-22,17.22
20089959," 89959 (2002 NT7)",Y,Y,1.407,835,1954-07-10,2026-07-03,16.55
20090075," 90075 (2002 VU94)",Y,Y,2.233,1.14e+03,1955-10-25,2026-04-28,15.38
20090147," 90147 (2002 YK14)",Y,N,,654,1987-01-29,2023-03-11,18.31
20090367," 90367 (2003 LC5)",Y,N,1.748,454,1983-07-01,2025-06-09,17.92
20090373," 90373 (2003 SZ219)",Y,N,,758,1998-02-23,2025-05-01,18.81
20090403," 90403 (2003 YE45)",Y,Y,0.572,501,1989-09-12,2026-01-21,17.77
20090416," 90416 (2003 YK118)",Y,Y,0.968,806,1993-08-13,2026-08-13,18.83
20096189," 96189 Pygmalion (1991 NT3)",Y,N,3.605,897,1986-03-19,2025-03-01,16.48
20096315," 96315 (1997 AP10)",Y,N,,633,1997-01-09,2026-01-22,17.04
20096536," 96536 (1998 SO10)",Y,N,,1.28e+03,1976-11-24,2026-08-27,15.37
20096590," 96590 (1998 XB)",Y,N,0.882,316,1992-01-01,2025-11-08,16.28
20096631," 96631 (1999 FP59)",Y,N,,809,1986-09-30,2025-02-02,18.17
20096744," 96744 (1999 OW3)",Y,N,,1.11e+03,1999-07-18,2026-08-24,14.78
20097725," 97725 (2000 GB147)",Y,N,,881,2000-04-02,2025-09-17,18.75
20098943," 98943 Torifune (2001 CC21)",Y,N,,383,1982-11-10,2026-02-13,18.71
20099248," 99248 (2001 KY66)",Y,Y,1.115,931,1991-06-08,2026-04-19,16.54
20099799," 99799 (2002 LJ3)",Y,N,,646,1989-01-10,2026-03-19,18.52
20099907," 99907 (1989 VA)",Y,N,1.4,227,1989-11-02,2025-12-21,17.96
20099935," 99935 (2002 AV4)",Y,N,,777,1955-01-29,2026-05-03,16.15
20099942," 99942 Apophis (2004 MN4)",Y,Y,0.34,324,2004-03-15,2022-04-09,19.09
20100004,"100004 (1983 VA)",Y,N,2.70,1.52e+03,1983-10-27,2026-06-19,16.43
20100085,"100085 (1992 UY4)",Y,Y,,1.58e+03,1979-06-29,2023-02-09,17.89
20100756,"100756 (1998 FM5)",Y,N,1.809,1.25e+03,1988-04-20,2025-01-12,16.34
20100926,"100926 (1998 MQ)",Y,N,1.174,869,1979-12-19,2026-05-19,16.63
20101869,"101869 (1999 MM)",Y,Y,,756,1999-06-12,2019-04-06,19.48
20101873,"101873 (1999 NC5)",Y,N,,1.06e+03,1983-01-16,2025-08-03,16.39
20101955,"101955 Bennu (1999 RQ36)",Y,Y,0.48444,437,1999-09-11,2020-10-03,20.21
20102873,"102873 (1999 WK11)",Y,N,,1.14e+03,1980-09-30,2026-02-12,17.64
20103067,"103067 (1999 XA143)",Y,Y,1.282,914,1994-12-02,2025-09-14,16.80
20105140,"105140 (2000 NL10)",Y,N,1.946,319,1952-09-17,2026-08-27,15.75
20105141,"105141 (2000 NF11)",Y,N,0.352,619,1978-08-27,2025-01-26,19.09
20106538,"106538 (2000 WK63)",Y,N,,1.37e+03,2000-11-26,2025-10-28,16.29
20106589,"106589 (2000 WN107)",Y,N,,1.15e+03,2000-11-20,2025-12-17,16.01
20108519,"108519 (2001 LF)",Y,N,1.423,742,1989-09-08,2024-12-30,17.94
20108906,"108906 (2001 PL9)",Y,N,,501,2001-08-05,2026-08-28,17.90
20111253,"111253 (2001 XU10)",Y,Y,3.006,848,2000-02-08,2026-08-21,15.23
20112221,"112221 (2002 KH4)",Y,N,,1.25e+03,1995-07-01,2026-06-27,15.52
20112985,"112985 (2002 RS28)",Y,N,3.618,1.21e+03,1985-05-10,2026-01-18,15.77
20115052,"115052 (2003 RD6)",Y,N,,787,1979-02-23,2022-04-30,17.46
20136564,"136564 (1977 VA)",Y,N,0.4,931,1977-10-11,2025-06-21,19.28
20136582,"136582 (1992 BA)",Y,N,,568,1992-01-27,2026-02-04,19.86
20136617,"136617 (1994 CC)",Y,Y,,765,1988-09-14,2025-01-20,17.97
20136618,"136618 (1994 CN2)",Y,Y,,721,1994-02-15,2026-06-08,16.85
20136635,"136635 (1994 VA1)",Y,N,,721,1994-11-05,2025-07-25,19.12
20136745,"136745 (1995 WL8)",Y,N,,1.33e+03,1995-10-25,2025-02-17,17.88
20136770,"136770 (1996 PC1)",Y,N,,911,1996-08-11,2022-01-31,20.56
20136773,"136773 (1996 TR6)",Y,N,,729,1996-10-09,2025-01-05,18.61
20136793,"136793 (1997 AQ18)",Y,N,,449,1997-01-15,2024-02-05,18.35
20136795,"136795 Tatsunokingo (1997 BQ)",Y,Y,,843,1997-01-16,2025-11-17,18.11
20136818,"136818 Selqet (1997 MW1)",Y,N,,332,1997-06-29,2026-08-03,18.96
20136839,"136839 (1997 WT22)",Y,N,,661,1988-12-13,2025-01-29,18.85
20136849,"136849 (1998 CS1)",Y,Y,,665,1998-02-09,2025-02-15,17.70
20136874,"136874 (1998 FH74)",Y,N,3.398,1.19e+03,1995-05-04,2026-06-20,15.74
20136897,"136897 (1998 HJ41)",Y,N,,581,1998-04-30,2025-11-29,18.57
20136900,"136900 (1998 HL49)",Y,N,,844,1998-04-30,2026-08-09,17.39
20136923,"136923 (1998 JH2)",Y,N,,1.14e+03,1986-11-02,2026-06-20,16.31
20136993,"136993 (1998 ST49)",Y,N,,1.28e+03,1998-09-29,2026-08-22,17.85
20137032,"137032 (1998 UO1)",Y,N,1.055,736,1992-10-20,2025-01-01,16.66
20137044,"137044 (1998 UC50)",Y,N,,1.25e+03,1998-10-29,2026-01-11,16.80
20137052,"137052 Tjelvar (1998 VO33)",Y,N,,509,1998-11-15,2026-01-06,17.04
20137062,"137062 (1998 WM)",Y,N,1.265,495,1987-10-16,2026-08-22,16.76
20137064,"137064 (1998 WP5)",Y,N,,588,1998-11-19,2023-05-14,18.84
20137078,"137078 (1998 XZ4)",Y,N,,986,1998-12-13,2026-02-05,16.36
20137084,"137084 (1998 XS16)",Y,N,1.228,487,1994-12-03,2026-02-22,16.47
20137099,"137099 (1998 YW3)",Y,N,0.564,421,1998-12-17,2023-02-03,18.29
20137108,"137108 (1999 AN10)",Y,Y,,643,1955-01-26,2022-01-13,18.05
20137120,"137120 (1999 BJ8)",Y,Y,,957,1999-01-14,2025-01-04,18.29
20137125,"137125 (1999 CT3)",Y,N,,623,1999-02-10,2025-08-24,18.81
20137126,"137126 (1999 CF9)",Y,Y,,860,1999-01-15,2025-12-24,18.08
20137158,"137158 (1999 FB)",Y,N,,468,1998-05-24,2026-06-09,17.91
20137170,"137170 (1999 HF1)",Y,N,,271,1999-04-20,2026-05-05,14.66
20137175,"137175 (1999 JA11)",Y,N,,517,1999-05-14,2026-07-11,18.33
20137199,"137199 (1999 KX4)",Y,N,,643,1978-08-10,2025-02-03,16.97
20137427,"137427 (1999 TF211)",Y,Y,,1.39e+03,1999-10-06,2025-09-16,15.28
20137671,"137671 (1999 XP35)",Y,N,,628,1976-05-02,2026-08-13,18.73
20137799,"137799 (1999 YB)",Y,N,,555,1991-03-20,2026-07-16,18.76
20137802,"137802 (1999 YT)",Y,N,,865,1954-12-21,2026-03-09,16.97
20137805,"137805 (1999 YK5)",Y,N,2.243,276,1999-12-29,2025-12-01,16.72
20137911,"137911 (2000 AB246)",Y,N,,1.28e+03,2000-01-08,2025-01-21,17.75
20137924,"137924 (2000 BD19)",Y,N,0.970,300,1997-02-10,2026-02-09,17.49
20137925,"137925 (2000 BJ19)",Y,N,1.372,536,1953-12-07,2026-02-12,16.06
20138013,"138013 (2000 CN101)",Y,N,3.518,738,1984-03-07,2026-03-11,14.70
20138095,"138095 (2000 DK79)",Y,Y,,865,1986-04-09,2026-06-26,15.98
20138127,"138127 (2000 EE14)",Y,Y,0.754,197,2000-03-04,2026-02-13,17.11
20138155,"138155 (2000 ES70)",Y,N,,888,1989-10-28,2023-12-09,17.22
20138175,"138175 (2000 EE104)",Y,Y,,367,2000-03-11,2026-01-16,20.49
20138205,"138205 (2000 EZ148)",Y,N,,1.52e+03,1983-04-13,2026-02-14,15.08
20138258,"138258 (2000 GD2)",Y,N,,241,1998-03-29,2023-05-02,18.98
20138325,"138325 (2000 GO82)",Y,N,,1.16e+03,2000-04-03,2025-04-16,16.69
20138359,"138359 (2000 GX127)",Y,N,1.085,445,2000-04-10,2023-06-24,17.97
20138404,"138404 (2000 HA24)",Y,Y,,444,1982-07-20,2023-05-21,19.39
20138524,"138524 (2000 OJ8)",Y,Y,,1.32e+03,2000-07-30,2025-07-28,16.86
20138727,"138727 (2000 SU180)",Y,Y,,1.12e+03,2000-09-27,2021-09-13,19.34
20138815,"138815 (2000 TQ64)",Y,N,,1.1e+03,2000-10-07,2024-10-31,18.04
20138846,"138846 (2000 VJ61)",Y,N,,1.18e+03,1988-08-10,2025-12-09,16.08
20138847,"138847 (2000 VE62)",Y,N,0.965,752,1983-03-05,2026-02-25,17.07
20138852,"138852 (2000 WN10)",Y,N,,366,2000-11-20,2026-01-15,20.29
20138859,"138859 (2000 WN63)",Y,N,,721,2000-11-27,2025-11-15,18.98
20138877,"138877 (2000 XG47)",Y,N,,1.14e+03,2000-11-06,2026-07-16,16.72
20138883,"138883 (2000 YL29)",Y,N,1.222,695,1984-03-05,2026-08-09,16.85
20138893,"138893 (2000 YH66)",Y,N,,464,2000-12-30,2025-12-20,18.21
20138911,"138911 (2001 AE2)",Y,N,,573,1984-08-02,2026-02-05,19.45
20138925,"138925 (2001 AU43)",Y,N,,954,1992-12-20,2025-09-03,15.95
20138937,"138937 (2001 BK16)",Y,N,,1.09e+03,1998-01-27,2025-02-25,17.80
20138947,"138947 (2001 BA40)",Y,N,0.447,432,2001-01-23,2026-01-28,18.83
20138971,"138971 (2001 CB21)",Y,Y,,384,2001-02-02,2026-05-09,18.54
20139047,"139047 (2001 EB16)",Y,N,,928,2001-02-21,2025-09-23,17.40
20139056,"139056 (2001 FY)",Y,N,0.32,946,2001-03-16,2025-10-29,19.18
20139211,"139211 (2001 GN2)",Y,Y,,926,1999-09-07,2025-11-23,17.77
20139289,"139289 (2001 KR1)",Y,N,1.126,516,2001-05-18,2026-05-20,17.80
20139345,"139345 (2001 KA67)",Y,N,2.586,886,2001-05-30,2026-08-03,16.74
20139359,"139359 (2001 ME1)",Y,Y,,1.56e+03,2001-05-25,2025-05-31,16.52
20139622,"139622 (2001 QQ142)",Y,Y,,618,2001-08-22,2026-06-22,18.46
20140039,"140039 (2001 SO73)",Y,Y,,897,2001-09-19,2024-12-02,18.08
20140158,"140158 (2001 SX169)",Y,Y,0.566,571,2001-09-07,2026-08-23,18.48
20140288,"140288 (2001 SN289)",Y,Y,1.263,870,1996-08-14,2025-12-19,16.73
20140333,"140333 (2001 TD2)",Y,N,,345,2001-10-10,2024-10-13,19.24
20140928,"140928 (2001 VG75)",Y,N,,684,1976-03-07,2025-07-03,18.29
20141018,"141018 (2001 WC47)",Y,N,,604,1991-12-07,2025-03-20,19.04
20141052,"141052 (2001 XR1)",Y,N,,508,1987-11-27,2025-01-01,17.46
20141053,"141053 (2001 XT1)",Y,Y,,690,2001-12-09,2025-03-03,18.86
20141056,"141056 (2001 XV4)",Y,N,,894,2001-12-09,2025-11-11,17.33
20141078,"141078 (2001 XQ30)",Y,N,,929,1997-06-03,2025-06-21,18.67
20141079,"141079 (2001 XS30)",Y,N,,459,1998-11-16,2026-02-19,17.72
20141354,"141354 (2002 AJ29)",Y,N,,1.02e+03,1988-06-16,2025-11-27,17.36
20141424,"141424 (2002 CD)",Y,N,,354,2002-02-01,2007-07-26,20.65
20141432,"141432 (2002 CQ11)",Y,Y,0.239,352,2002-02-06,2012-05-10,20.06
20141447,"141447 (2002 CW59)",Y,N,,1.35e+03,2002-02-13,2025-08-18,17.16
20141484,"141484 (2002 DB4)",Y,N,1.034,290,2002-02-26,2026-05-28,16.26
20141495,"141495 (2002 EZ11)",Y,Y,,430,2002-02-24,2026-05-21,18.46
20141498,"141498 (2002 EZ16)",Y,N,,323,1995-12-01,2026-02-27,18.44
20141525,"141525 (2002 FV5)",Y,Y,,414,2002-03-21,2024-06-09,18.07
20141526,"141526 (2002 FA6)",Y,N,,373,2001-03-23,2013-01-07,20.20
20141527,"141527 (2002 FG7)",Y,Y,,679,1990-07-23,2021-07-07,18.94
20141531,"141531 (2002 GB)",Y,N,0.303,361,2002-04-01,2025-05-05,19.15
20141593,"141593 (2002 HK12)",Y,Y,,1.04e+03,1985-06-11,2025-11-28,18.32
20141614,"141614 (2002 JV15)",Y,Y,,756,2002-04-26,2026-01-13,19.52
20141670,"141670 (2002 JS100)",Y,N,,1.35e+03,2002-05-11,2026-02-13,16.84
20141761,"141761 (2002 MC)",Y,N,,1.51e+03,2002-06-16,2023-12-17,17.44
20141765,"141765 (2002 MP3)",Y,N,,1.03e+03,1988-05-22,2026-03-24,16.33
20141851,"141851 (2002 PM6)",Y,Y,,479,2000-09-20,2026-08-14,17.81
20141874,"141874 (2002 PO34)",Y,N,,908,2001-03-05,2026-05-24,17.83
20142040,"142040 (2002 QE15)",Y,N,1.232,786,1993-04-20,2025-04-29,16.25
20142348,"142348 (2002 RX211)",Y,N,,1.08e+03,1999-09-11,2025-07-20,18.33
20142464,"142464 (2002 TC9)",Y,N,0.886,501,1991-09-14,2025-01-24,18.34
20142555,"142555 (2002 TB58)",Y,N,,1.56e+03,2002-09-05,2023-12-07,16.39
20142561,"142561 (2002 TX68)",Y,N,,791,2002-10-08,2025-01-21,18.20
20142563,"142563 (2002 TR69)",Y,N,0.860,781,1997-01-31,2025-09-16,17.21
20142781,"142781 (2002 UM11)",Y,N,1.595,996,2001-06-23,2026-07-23,16.14
20143381,"143381 (2003 BC21)",Y,N,,1.53e+03,1982-04-13,2025-05-19,16.21
20143404,"143404 (2003 BD44)",Y,Y,,1.01e+03,1981-02-28,2025-12-06,16.95
20143409,"143409 (2003 BQ46)",Y,N,,994,2002-11-19,2025-09-13,17.89
20143487,"143487 (2003 CR20)",Y,Y,,1.13e+03,1975-10-06,2012-11-02,18.94
20143527,"143527 (2003 EN16)",Y,N,,782,2003-03-08,2025-07-26,18.64
20143624,"143624 (2003 HM16)",Y,N,2.137,1.01e+03,2003-04-27,2025-12-07,15.91
20143637,"143637 (2003 LP6)",Y,N,,843,2003-06-12,2026-08-02,16.58
20143643,"143643 (2003 NP7)",Y,N,,1.18e+03,2000-08-05,2025-01-03,18.31
20143649,"143649 (2003 QQ47)",Y,Y,,413,2003-08-24,2023-05-09,17.39
20143651,"143651 (2003 QO104)",Y,Y,,1.14e+03,1981-07-10,2026-01-22,16.11
20143678,"143678 (2003 SA224)",Y,N,,774,1979-10-09,2026-07-29,16.39
20143947,"143947 (2003 YQ117)",Y,N,,1.18e+03,2002-03-15,2026-03-21,15.36
20143992,"143992 (2004 AF)",Y,Y,,1.01e+03,1985-01-21,2026-05-09,16.13
20144332,"144332 (2004 DV24)",Y,Y,,620,1955-04-24,2026-06-25,16.60
20144411,"144411 (2004 EW9)",Y,N,,970,2001-03-14,2026-01-16,16.54
20144861,"144861 (2004 LA12)",Y,N,,1.45e+03,2002-03-12,2026-04-06,15.36
20144898,"144898 (2004 VD17)",Y,Y,,676,2002-02-16,2026-03-22,18.89
20144900,"144900 (2004 VG64)",Y,Y,,348,2004-11-13,2025-12-21,18.27
20144901,"144901 (2004 WG1)",Y,N,2.240,767,2004-09-22,2026-01-13,17.54
20144922,"144922 (2005 CK38)",Y,N,,1.14e+03,1977-03-15,2025-12-20,17.36
20145656,"145656 (4788 P-L)",Y,N,,1.57e+03,1960-09-24,2025-11-24,16.43
20152558,"152558 (1990 SA)",Y,N,1.4,1.04e+03,1990-09-14,2024-06-17,16.86
20152560,"152560 (1991 BN)",Y,Y,,633,1991-01-19,2026-04-18,19.23
20152561,"152561 (1991 RB)",Y,Y,,641,1977-08-19,2020-04-27,19.10
20152563,"152563 (1992 BF)",Y,N,0.272,316,1953-01-10,2024-03-06,19.71
20152564,"152564 (1992 HF)",Y,N,0.282,599,1992-04-24,2023-12-12,19.63
20152575,"152575 (1994 GY)",Y,N,,1.6e+03,1994-04-14,2025-09-23,17.07
20152637,"152637 (1997 NC1)",Y,Y,,294,1997-07-05,2026-08-19,17.87
20152664,"152664 (1998 FW4)",Y,Y,,1.46e+03,1994-03-09,2025-10-01,19.70
20152667,"152667 (1998 FR11)",Y,N,,1.72e+03,1956-03-10,2026-05-12,16.41
20152671,"152671 (1998 HL3)",Y,Y,0.298,438,1998-04-21,2024-01-14,20.24
20152679,"152679 (1998 KU2)",Y,N,4.167,1.23e+03,1971-10-21,2026-02-27,16.55
20152680,"152680 (1998 KJ9)",Y,Y,,636,1990-01-01,2025-03-02,19.49
20152685,"152685 (1998 MZ)",Y,Y,,571,1998-06-18,2025-09-25,19.33
20152742,"152742 (1998 XE12)",Y,N,0.413,301,1995-11-30,2024-01-27,19.10
20152754,"152754 (1999 GS6)",Y,Y,0.414,475,1999-04-15,2025-05-20,19.22
20152756,"152756 (1999 JV3)",Y,N,,638,1978-04-12,2026-01-08,18.98
20152770,"152770 (1999 RR28)",Y,Y,,940,1987-04-20,2023-06-08,18.41
20152787,"152787 (1999 TB10)",Y,N,,582,1999-10-07,2026-08-09,18.69
20152828,"152828 (1999 VT25)",Y,Y,,458,1999-11-12,2025-09-17,21.26
20152889,"152889 (2000 CF59)",Y,N,1.022,795,1998-02-24,2026-03-17,16.50
20152895,"152895 (2000 CQ101)",Y,N,,1.26e+03,1955-03-14,2025-09-06,18.17
20152931,"152931 (2000 EA107)",Y,N,1.646,327,2000-03-15,2026-06-26,16.31
20152941,"152941 (2000 FM10)",Y,N,0.820,659,2000-03-30,2025-04-26,17.61
20152942,"152942 (2000 FN10)",Y,N,,986,2000-03-30,2025-12-25,16.74
20152952,"152952 (2000 GC2)",Y,N,0.776,594,1992-03-26,2026-04-21,17.58
20152964,"152964 (2000 GP82)",Y,N,0.788,603,1995-04-23,2025-07-26,17.80
20152978,"152978 (2000 GJ147)",Y,Y,0.531,458,2000-04-13,2026-01-07,19.57
20153002,"153002 (2000 JG5)",Y,Y,,567,2000-05-02,2026-06-14,18.28
20153195,"153195 (2000 WB1)",Y,N,1.327,542,2000-11-16,2024-09-28,17.51
20153201,"153201 (2000 WO107)",Y,Y,0.510,318,2000-11-29,2024-02-16,19.30
20153219,"153219 (2000 YM29)",Y,N,1.289,1.1e+03,2000-12-24,2022-04-20,18.54
20153220,"153220 (2000 YN29)",Y,Y,,1.48e+03,1997-06-08,2025-01-02,17.43
20153243,"153243 (2001 AU47)",Y,N,,541,2001-01-15,2025-03-24,17.50
